location,behaviour,temperature,humidity,noise_db,light_intensity,motion_level
Cafe,eating,34.26,62.22,77.56208781,638.0144311,1.43
Office,stressed,35.13,73.92,75.53358519,478.3916122,7.48
Park,walking,30.7,59.72,88.40132045,730.5623606,9.99
Bedroom,sleeping,25.39,61.03,24.37579221,148.3473633,3.02
Outdoor Campus,walking,31.72,54.98,74.20493892,802.2532729,8.54
Cafeteria,eating,33.03,81.95,75.22334509,657.7086439,3.72
Meeting Room,stressed,32.92,73.33,72.24470686,703.5082108,9.77
Cafe,studying,29.87,48.89,32.9735742,632.2090353,2.17
Library,studying,24.5,50.87,33.07812289,539.5436455,1.98
Bedroom,sleeping,24.48,49.57,22.11118702,145.8855751,2.59
Dorm Room,sleeping,27.35,64.3,41.34203949,74.97186324,3.08
Cafe,walking,33.27,53.18,61.1862859,891.7587261,6.69
Crowded place,stressed,37.42,94.04,92.18142524,883.443403,7.83
Traffic,stressed,31.84,57,77.6300354,768.4604282,4.95
Dorm Room,sleeping,22.9,,19.68235012,131.0758905,0.48
Dining Room,eating,32.93,78.12,67.26521781,345.5271313,2.94
Traffic,stressed,29.56,67.51,94.00157718,407.1148861,9.07
Meeting Room,stressed,32.17,77.08,83.28345504,572.0169792,6.48
Study Room,studying,32.71,56.8,56.02113062,678.0313758,3.31
Cafe,eating,29.64,84.12,56.35876161,507.3520528,3.85
Meeting Room,stressed,26.65,66.6,75.64753776,890.781646,5.05
Traffic,stressed,34.57,94.03,95.08872987,633.8917015,7.9
Dorm Room,sleeping,29.38,75.69,14.23247313,48.81913495,1.96
Meeting Room,stressed,34.52,79.06,103.2573963,875.0719924,6.57
Crowded place,stressed,29.37,56.13,97.11414076,397.3105539,5.13
Cafe,eating,33.32,76.58,74.65354172,621.9158146,4.06
Dorm Room,sleeping,22.64,69.65,39.29609814,138.9505797,1.6
Study Room,studying,27.99,49.22,50.67544846,320.3710389,0.97
Office,stressed,29.91,66.34,96.78555356,530.7141859,10.43
Library,studying,31.66,41.57,29.27251626,272.0811325,1.2
Meeting Room,stressed,29.17,56.52,66.10318492,920.9922149,8.22
Traffic,walking,27.81,85.54,85.26234958,467.8277762,10.6
Library,studying,26.07,60.48,64.38794395,420.6792413,2.95
Dorm Room,sleeping,21.57,,10.17866908,89.98127665,0.73
Dining Room,eating,25.91,66.81,81.18357171,476.8669172,2.87
Library,studying,27.02,59.42,30.42694353,410.7809795,3.04
Library,studying,28.43,,58.62103664,584.08661,4.28
Outdoor Campus,walking,31.13,77.47,83.64437962,482.702102,7.94
Crowded place,stressed,30.67,95.28,84.23343064,368.9632789,5.53
Traffic,stressed,28.82,56.22,71.37566763,559.4657186,2.7
Outdoor Campus,walking,29.49,69.99,77.10568242,864.8557791,9.85
Park,walking,35.88,79.9,56.28719515,870.7558146,13.5
Outdoor Campus,walking,36.16,,94.32019361,897.2233396,10.35
Outdoor Campus,walking,33.23,69.19,66.16097799,880.8182148,9.22
Bedroom,sleeping,24.03,47.69,23.66955835,80.40324163,0.68
Library,studying,27.57,40.01,44.93842444,544.7748615,2.04
Dorm Room,stressed,28.95,66.6,95.08652863,497.2512808,7.08
Study Room,studying,29.05,57.14,25.05969374,588.0597299,4.78
Cafe,studying,23.24,62.09,49.34436063,429.827553,4.82
Bedroom,sleeping,30.83,53.02,29.502134,-10.87615082,1.79
Dorm Room,sleeping,20.27,51.57,44.2681062,66.2001295,0.17
Crowded place,stressed,29.37,74.78,94.91909119,311.6569961,6.82
Traffic,stressed,33.66,75.42,64.29778307,569.6348065,5.11
Crowded place,stressed,27.35,88.33,89.4822121,955.0319659,3.88
Dorm Room,sleeping,26.87,64.59,34.88830368,78.96422123,2.33
Park,walking,27.66,64.25,101.8797992,513.8765022,7.86
Cafe,studying,25.75,48.34,47.62832861,334.4434788,3.91
Cafe,studying,30.27,42.66,25.34441393,642.5171542,2.97
Crowded place,stressed,33.36,,74.38992673,657.0777879,4.08
Traffic,stressed,30.2,75.51,106.6573957,411.8383799,8.86
Bedroom,sleeping,22.31,70.13,24.36800617,151.8158201,1.97
Cafe,studying,26.85,43.19,36.93974703,419.8756795,4.57
Dorm Room,sleeping,22.4,60.79,14.72288935,25.33685732,1.91
Dorm Room,sleeping,24.06,68.75,41.31152758,106.5079881,0.83
Crowded place,stressed,36.1,61.44,80.35464985,837.8317387,5.63
Street,walking,32.95,54.88,63.47694375,569.4612183,6.32
Cafe,studying,23.37,56.87,59.56114498,297.67034,2.64
Park,walking,32.64,73.71,58.96269622,429.7147372,11.88
Park,walking,27.96,51.09,95.86332091,448.7037729,12.05
Cafe,eating,23.93,51.24,76.33560603,413.2035985,5.1
Library,studying,24.91,42.45,42.0238774,256.2667264,2.23
Street,walking,28.9,,80.54835479,723.9179642,6.27
Cafe,studying,25.37,,26.60804156,480.7345807,2.6
Park,walking,28.14,61.07,83.72568442,743.7613948,6.69
Outdoor Campus,walking,35.24,66.6,94.9692838,584.3038618,7.68
Cafe,studying,30.26,,41.81381491,396.2081589,3.6
Bedroom,sleeping,28.04,73.59,34.12537213,146.6748144,2.89
Cafe,eating,24.9,72.16,60.37981942,457.3734784,3.38
Cafe,eating,26.71,69.94,75.89132439,391.584085,6.13
Cafeteria,eating,30.49,64.11,80.09372238,401.9325321,4.87
Outdoor Campus,walking,36.04,,73.26026441,879.2457232,5.26
Cafe,studying,27.72,60.9,58.87456049,443.2246962,3.81
Bedroom,sleeping,28.24,60.57,24.76855295,17.62682088,2.12
Traffic,stressed,32.96,55.22,76.93395308,567.3315733,4.67
Cafe,eating,26.96,81.05,83.78994625,337.4255845,5.1
Outdoor Campus,studying,25.16,62.03,33.9517205,551.9307636,6.23
Cafe,eating,27.26,62.45,62.52605354,381.5739089,2.95
Bedroom,sleeping,27.88,67.46,20.55577188,54.34768684,4.28
Cafe,studying,23.93,,57.42053779,270.2315477,0.31
Dorm Room,sleeping,22.92,68.56,32.44228063,50.31707592,2.29
Outdoor Campus,walking,35.31,55.64,84.59477664,914.1952346,5.3
Outdoor Campus,walking,28.92,58.74,,765.4100939,9.64
Study Room,studying,28.15,50.9,42.50091225,490.6698604,0.11
Traffic,stressed,30.35,70.51,79.15796876,725.965291,6.96
Meeting Room,stressed,35.09,92.28,62.13800664,339.2897532,6.08
Office,stressed,29.85,60.38,89.28428805,381.8282842,10.18
Dorm Room,sleeping,23.21,,37.4596824,,0.65
Cafe,studying,27.62,54.84,35.06101611,358.4430283,4.78
Dining Room,eating,30.19,44.43,67.16167771,563.4931847,0.82
Dining Room,eating,25.09,80.06,54.18923346,543.8997123,4.81
Meeting Room,eating,28.29,45.94,55.15905189,450.2716976,3.24
Library,studying,28.64,51.26,43.92566057,546.2064321,2.49
Cafe,studying,23.56,62.19,61.95086915,360.1284846,1.76
Cafe,eating,25.55,51.68,47.883581,388.1984974,1.8
Bedroom,sleeping,22.93,,29.75092339,22.45706044,1.61
Cafe,studying,29.82,48.16,23.83150692,693.5618734,3.27
Street,walking,34.22,75.37,,865.4221687,5.32
Outdoor Campus,walking,31.76,76.16,104.9877854,452.3266575,9.55
Outdoor Campus,walking,29.46,53.62,100.412265,911.333293,8.52
Meeting Room,stressed,35.95,77.8,85.1867921,396.517909,6.85
Park,walking,33.46,63.27,101.3598535,679.2264791,11.1
Study Room,studying,29.05,57.69,46.08587011,494.4736125,4.39
Bedroom,sleeping,26.11,69.25,15.60615781,94.77953276,-0.4
Crowded place,stressed,31.25,70.94,93.83671143,547.5272606,8.43
Traffic,stressed,32.17,80.61,66.86631525,425.6655597,6.44
Dorm Room,sleeping,22.87,66.7,16.17347875,37.73841434,3.03
Bedroom,sleeping,28.62,64.52,34.06168559,,0.78
Dorm Room,sleeping,23.02,56.1,22.52379029,79.68425491,1.3
Library,studying,28.28,55.99,45.70967192,522.8802328,2.71
Traffic,stressed,31.91,54.2,98.78097685,,8.31
Cafeteria,eating,29.88,64.21,75.77738849,567.641992,1.82
Traffic,stressed,35.6,85.73,84.44800812,619.4172834,1.73
Study Room,studying,23.55,64.59,42.37753556,588.9750773,1.49
Outdoor Campus,walking,33.97,76.06,96.04225311,662.9350106,6.02
Park,walking,28.71,70.49,74.28387973,836.6783658,8.09
Library,studying,26.6,55.78,36.33344041,416.5942649,4.15
Office,stressed,34.98,90.89,69.87580472,381.7441834,8.77
Dining Room,eating,31.19,77.77,76.86389167,566.1247188,5.32
Street,walking,27.23,82.24,97.43701682,932.8048323,11.68
Crowded place,stressed,33.75,90.17,101.8551554,742.8813806,5.8
Crowded place,stressed,37.29,56.56,91.55517058,552.8530788,10.26
Bedroom,sleeping,25.32,64.49,42.17623439,4.080829444,3.82
Dorm Room,sleeping,21.46,68.55,39.65086604,159.6520089,2.23
Traffic,stressed,28.66,82.98,95.4117988,668.7415309,2.1
Study Room,studying,31.03,50.73,53.86037333,269.4378419,0.32
Study Room,studying,30.41,59.66,33.81579116,376.0196994,3.25
Office,stressed,33.75,62.19,85.44847736,942.8965231,4.86
Meeting Room,stressed,30.03,64.91,115.9456134,341.0072828,3.26
Study Room,studying,27.13,59.88,41.98880413,618.6112375,3.03
Outdoor Campus,walking,35.11,54.59,52.10937773,511.1390349,6.04
Traffic,studying,26.75,,57.81603388,471.3206401,0.42
Dorm Room,sleeping,27.45,53.96,23.24466843,122.94689,-0.23
Dorm Room,sleeping,23.29,69.19,24.28336885,80.05948102,3.26
Dorm Room,sleeping,23.05,69.84,19.41272483,-3.002627649,4.02
Library,studying,30.23,48.57,56.08195693,570.6919237,0.23
Bedroom,sleeping,22.9,69.51,29.23801597,189.7236518,-0.17
Cafeteria,eating,25.74,51.08,44.69293729,438.9012309,3.99
Outdoor Campus,walking,25.73,78.67,58.54510982,843.4879299,6.84
Office,stressed,27.8,69.88,92.15238272,474.511223,6.91
Park,walking,32.18,85.41,63.88783151,825.6868587,9.65
Outdoor Campus,walking,31.87,,82.70083155,710.8788217,9.9
Dorm Room,stressed,27.51,76.23,97.31438229,627.5912707,4.47
Cafe,eating,32.45,69.17,60.9452481,470.0279292,1.75
Dorm Room,sleeping,25.53,60.65,26.95140609,81.77615362,3.66
Dining Room,stressed,29.6,89.24,74.15947031,878.6501486,4.96
Park,walking,32.32,57.99,107.1602378,611.2154962,6.41
Cafe,studying,25.83,53.6,23.47156037,374.0809928,0.66
Street,walking,34.36,50.37,69.04075246,488.527318,6.57
Dining Room,studying,26.87,45.87,40.38745002,630.2835724,2.37
Cafe,studying,27.41,54.31,45.24993371,375.1676701,0.53
Bedroom,sleeping,26.36,66.62,32.35975593,62.67162296,3.09
Cafeteria,eating,24.33,,80.23980826,325.2757199,2.09
Cafe,studying,23.62,50.27,23.75711003,664.7995337,2.47
Study Room,studying,25.58,48.6,50.67816965,556.0475872,1.79
Dorm Room,sleeping,21.93,60.46,36.8260501,93.77656418,1.03
Cafe,studying,28.74,57.39,27.44454156,624.6321789,0.08
Study Room,studying,24.37,41.52,37.37938408,267.3537723,3.72
Crowded place,stressed,32.26,86.74,115.437753,421.1989117,8
Crowded place,stressed,32.36,82.17,98.18338158,,13.17
Library,studying,25.57,51.12,43.1386958,262.7582386,2.12
Dorm Room,sleeping,22.72,48.43,24.55287895,43.95241213,4.03
Dorm Room,sleeping,22.1,60.88,22.39699696,55.46842464,1.09
Cafe,studying,29.65,42.05,49.74785837,618.922942,4.63
Cafe,eating,26.08,80.46,42.28064984,429.0773451,3
Cafe,studying,25.47,38.05,60.37389305,505.1214427,2.45
Park,walking,35.19,77.76,73.966358,747.3656568,7.79
Cafeteria,eating,31.71,49.71,87.15493048,628.3514335,4.89
Dining Room,eating,31.52,74.72,36.2788952,358.1732777,0.74
Cafe,eating,27.48,66.33,65.36518358,408.6418875,3.91
Outdoor Campus,walking,30.92,78.69,,461.6540947,6.64
Office,stressed,32.04,85.95,99.52253017,877.9195391,6.09
Outdoor Campus,walking,28.43,55.12,,487.3223276,7.54
Study Room,studying,25.54,,45.17697058,643.0857156,1.66
Bedroom,sleeping,20.87,66.65,33.29740008,132.5398355,4.69
Outdoor Campus,walking,27.17,,78.81081891,684.961169,5.26
Cafe,studying,26.18,57.62,49.81145498,375.3535934,4.67
Dorm Room,sleeping,26.23,48.11,25.27994536,95.66181992,3.33
Cafeteria,eating,33.39,48.86,69.73504711,524.3601967,2.1
Dining Room,eating,27.25,67.36,77.53134382,277.7760369,4.2
Dining Room,eating,32.7,75.88,43.92366118,540.0530224,5.73
Meeting Room,stressed,26.71,86.71,82.66448011,372.3454943,7.54
Street,stressed,32.29,,86.90521191,540.7498318,6.61
Outdoor Campus,stressed,35.29,62.47,74.45333464,623.1395426,5.55
Outdoor Campus,walking,30.07,78.14,94.35379589,483.7661899,6.29
Bedroom,sleeping,24.61,45.76,34.52712777,105.8027405,-0.13
Traffic,stressed,32.89,55.81,95.45455859,673.7073456,1.18
Cafe,studying,27.74,45.7,34.6409747,572.3086242,2.05
Bedroom,walking,32.25,70.8,71.50482036,759.8997369,9.2
Outdoor Campus,walking,30.68,71.53,80.97770527,749.5697575,6.44
Dining Room,eating,34.3,67.06,,466.6205732,4.41
Cafe,studying,29.91,52.6,44.19678318,385.0004733,1.29
Park,walking,27.52,66.06,91.34090882,443.4831139,9.26
Bedroom,sleeping,24.07,71.56,32.3804556,147.8088209,1.97
Traffic,stressed,35.07,54.52,64.20543895,698.0033718,7.25
Dorm Room,sleeping,25.43,51.11,45.0813187,37.06383675,3.61
Dorm Room,sleeping,22.48,69.46,12.81755657,160.6978482,-0.5
Bedroom,eating,29.2,82.92,70.83603733,529.1464841,6.41
Outdoor Campus,walking,35.77,78.08,102.313259,663.6594235,9.73
Bedroom,sleeping,28.05,52.27,18.38349049,30.39089206,1.05
Bedroom,sleeping,22.71,59.55,38.71029472,77.96594881,0.44
Study Room,studying,26.46,55.31,29.28483049,474.0538902,3.39
Traffic,sleeping,24.14,53.38,18.66403626,11.24359686,1.34
Office,stressed,26.94,88.19,80.35052786,822.2268402,5.94
Dorm Room,sleeping,25.4,61.54,21.00507562,95.07715526,2.94
Study Room,studying,28.67,59.82,52.30176792,254.6835919,2.47
Cafeteria,eating,32.1,80.02,46.87044571,619.531023,1.6
Cafe,studying,28,41.21,17.75825618,612.7258076,-0.56
Cafeteria,eating,27.57,83.27,56.8101246,336.4710338,1.51
Cafeteria,eating,30.34,49.56,70.34453912,455.6500465,2.16
Bedroom,sleeping,24.4,51.44,22.00811776,107.2414196,0.11
Crowded place,stressed,29.83,73.2,89.3121222,435.3455303,4.28
Outdoor Campus,walking,27.73,59.11,74.3521677,852.3500866,7.99
Meeting Room,walking,33.63,68.99,76.75706926,786.4184274,6.94
Meeting Room,stressed,34.31,71.59,79.01161098,649.7480927,8.2
Outdoor Campus,walking,27.64,72.51,71.66827191,596.2313603,8.86
Cafe,eating,28.05,72.81,66.86778986,437.3780302,0.81
Park,walking,31.61,74.3,74.65132252,924.649753,7.47
Dining Room,eating,28.98,55.81,62.73969707,382.6148974,2.31
Library,studying,24.41,57.29,43.91553326,357.5361832,2.29
Street,walking,35.68,74.83,73.50462164,649.8988116,9.05
Library,studying,22.76,,38.88471918,257.401015,0.71
Cafe,studying,23.65,61.03,59.23445376,599.9454626,4.2
Cafe,studying,22.58,61.49,43.33195482,499.5183426,2.19
Crowded place,stressed,34.76,83.22,90.0016821,349.8817881,3.34
Library,studying,29.29,60.37,64.80949025,643.4155145,0.99
Street,walking,30.54,,89.97531195,853.2532532,6.45
Library,studying,26.14,66.15,62.87376236,478.6104835,2.41
Library,eating,32.1,65.49,63.49098608,616.6748932,4.69
Bedroom,sleeping,24.58,67,34.48601622,99.95651182,1.04
Dorm Room,sleeping,29.07,,29.2500152,171.8128837,2.83
Study Room,studying,26.57,50.95,46.670648,564.8498518,2.62
Cafe,studying,23.66,44.79,65.41475565,441.617832,1.43
Cafe,eating,24.14,57.54,74.60388783,421.5449917,5.88
Library,studying,25.74,55.88,54.40465987,485.8592987,5.19
Cafe,eating,24.54,47.53,52.53148644,330.3551222,4.8
Street,walking,35.47,52.33,50.19452118,832.0191541,5.53
Dorm Room,sleeping,24.44,57.92,12.71725284,32.9488441,-0.65
Crowded place,stressed,33.95,75.72,89.51717733,766.2205624,8.78
Crowded place,stressed,37.5,87.51,67.90921728,833.8999728,5.08
Library,studying,29.57,52.3,67.05360259,368.7553546,0.21
Bedroom,sleeping,25.9,51.27,30.67828292,99.39857543,2.42
Street,walking,31.23,53.45,51.59059868,539.3191595,7.53
Outdoor Campus,walking,29.32,71.91,59.73373504,795.0158109,10.2
Cafe,studying,29.4,48.05,35.18105716,289.6369953,4.36
Dining Room,stressed,34.26,72.25,88.72889307,317.203693,5.13
Meeting Room,stressed,31.94,75.19,113.6679507,,9.27
Park,walking,28.91,77.81,51.2481082,754.3263731,10.31
Park,walking,29.52,,79.21295696,526.3400944,8.27
Cafe,studying,24.83,58.86,56.75622131,451.9914913,3.71
Park,stressed,30.97,72.93,72.47152777,653.2131356,10.44
Park,walking,24.23,55.16,56.87503052,835.8605041,7.09
Cafe,studying,24.85,40.97,41.19431642,633.4879903,1.69
Dorm Room,sleeping,23.21,64.93,31.90599414,22.78242981,2.19
Cafeteria,stressed,34.97,58.78,64.2104637,672.6428243,2.84
Street,walking,28.39,74.3,,717.1890023,6.39
Traffic,stressed,31.35,,81.42853649,724.8451106,5.62
Cafe,eating,27.02,78.27,92.42609234,301.4460615,7.39
Bedroom,sleeping,26.12,52.64,23.5783298,82.43159332,2.64
Office,stressed,29.5,91.01,84.02828102,424.2322784,7.61
Park,walking,25.1,81.78,72.31574754,683.773822,9.48
Meeting Room,studying,24.34,56.06,41.51534644,262.0477746,1.53
Meeting Room,stressed,33.73,84.02,68.10147537,808.3060727,7.49
Street,walking,32.72,65.08,92.01725849,411.9600714,9.16
Dining Room,sleeping,22.19,69.29,26.93892775,2.265430823,-1.42
Bedroom,sleeping,25.36,73.91,19.1463719,162.2631164,1.42
Cafe,studying,26.38,,51.27672804,532.9856586,1.98
Outdoor Campus,walking,33.79,71.04,51.48057986,519.3087237,7.94
Library,studying,29.59,65.56,43.6987894,684.1398534,3.23
Office,stressed,34.64,64.11,90.13248321,606.833953,5.35
Dorm Room,sleeping,23.78,49.63,31.78360823,107.4968806,-0.26
Cafe,walking,34.86,81.43,75.38509247,507.958574,7.98
Office,stressed,35.61,91.13,102.1524095,388.2474714,10.76
Office,stressed,33.08,60.39,85.15838146,465.0314193,8.11
Crowded place,stressed,33.01,73.87,96.16460071,769.0673941,8.7
Dorm Room,sleeping,26.1,55.61,10.38635474,85.8474212,4.8
Crowded place,stressed,36.12,68.42,90.61393323,525.4603488,4.84
Library,studying,28.63,51.62,34.56054005,528.5691517,2.34
Library,walking,27.99,69.65,100.5207434,965.7353373,7.7
Study Room,studying,28.19,45.49,51.94727565,526.4735707,2.75
Crowded place,stressed,35.15,89.38,107.7947577,412.6044868,5.62
Dining Room,eating,24.31,45.3,44.61710671,262.9231884,1.12
Dining Room,walking,31.37,65.55,104.1004851,458.0432156,9.11
Meeting Room,stressed,34.8,60.06,83.01130114,381.9581789,7.75
Street,walking,34.07,59.55,99.87584082,589.6236534,9.31
Office,stressed,28.47,70.27,87.32776885,888.9667903,4.01
Park,stressed,28.58,82.33,85.51037319,759.0203347,8.62
Outdoor Campus,walking,28.9,77.54,53.0295337,481.3647159,8.4
Cafe,studying,24.14,54.25,53.38512648,443.3699553,1.23
Outdoor Campus,walking,27.67,78.1,60.70187478,943.105635,8.44
Cafeteria,eating,28.6,63.27,46.18508997,367.702951,2.19
Office,stressed,25.16,89,74.00365797,427.1431016,10.53
Bedroom,sleeping,25.85,49.71,24.47085437,,2.61
Dining Room,eating,24.86,55.96,92.74118464,306.9242975,2.82
Office,stressed,35.56,70.39,93.63806272,448.3606107,6.78
Cafe,studying,26.21,48.52,61.2071987,380.3557805,1.68
Cafeteria,eating,29.01,47.67,89.56873592,451.8751591,4.48
Office,stressed,31.28,61.95,79.45267488,678.4592056,8.51
Cafe,eating,30.92,81.99,53.67545166,357.2687925,4.17
Crowded place,stressed,36.29,60.91,90.78439426,911.2355009,6.96
Traffic,stressed,29.2,81.31,105.5074813,887.2311793,9.49
Outdoor Campus,walking,30.67,50.54,103.3881363,843.4904003,12.92
Traffic,stressed,26.34,75.06,80.93170318,851.2942957,3.11
Crowded place,stressed,32.31,67.92,74.25739575,649.6561433,6.92
Library,studying,25.13,63.86,39.84806296,563.1534078,2.68
Cafeteria,eating,26.39,68.54,81.15062035,493.0065612,4.62
Cafe,sleeping,25.85,67.66,23.90810345,134.523661,-1.11
Study Room,studying,23.67,61.23,47.53773847,302.0121921,2.17
Study Room,stressed,36.06,94.05,105.2183413,920.8492185,5.66
Cafe,eating,30.81,77.25,47.01456223,565.6134172,6.59
Meeting Room,stressed,27.97,87.92,75.86475551,,7.99
Cafe,studying,24.32,54.72,53.71270337,697.431741,3.5
Crowded place,stressed,28.72,88.47,83.80453831,597.1676918,0.84
Cafeteria,eating,31.87,81.19,44.66371682,384.2631566,2.58
Dorm Room,sleeping,25.45,56.11,14.94786717,111.1676276,-1.33
Traffic,eating,31.56,64.08,48.49543116,401.8938829,2.91
Library,studying,25.84,59.41,40.1952556,314.635761,3.22
Cafeteria,eating,25.2,63.03,80.81385803,576.3968619,1.64
Study Room,walking,28.01,64.12,62.98029872,932.0578713,10.06
Crowded place,stressed,35.28,73.72,90.27356541,680.6898734,4.63
Cafe,studying,25.18,44.1,34.01609841,378.0014331,3.96
Dorm Room,sleeping,21.46,52.56,40.73120968,118.9924211,2.4
Bedroom,sleeping,22.36,62.27,22.23655233,63.24358422,2.55
Outdoor Campus,walking,27.9,53.06,90.0291354,476.4276774,7.31
Dining Room,eating,30.09,63.61,75.70358489,442.7629898,3.98
Crowded place,stressed,31.92,61.66,79.65815961,814.1307684,7.61
Meeting Room,studying,25.91,55.95,62.23170488,326.1175066,1.48
Study Room,studying,29.39,48.72,28.69125861,593.5323261,2.61
Dorm Room,sleeping,22.36,73.67,26.02515809,54.24351803,2.28
Traffic,stressed,33.7,89.44,78.01488692,369.646019,8.37
Study Room,studying,24.58,47.65,50.5478747,424.6114894,1.08
Bedroom,sleeping,27.01,71.78,17.5551808,3.052622895,-1.35
Dorm Room,sleeping,26.93,56.41,33.35154822,76.63847363,4.29
Park,walking,33.69,52.96,80.83214351,614.8932177,11.59
Park,walking,35.65,79.79,101.0433855,457.5989445,6.86
Park,walking,26.39,75.62,110.2395271,577.8178956,7.8
Dorm Room,sleeping,24.32,,31.70509834,150.3364577,5.01
Bedroom,sleeping,22.21,,41.43608945,86.271087,0.29
Office,stressed,26.87,75.74,103.7704515,401.2582856,4.85
Dining Room,eating,33.47,61.57,85.59400459,346.020465,3.81
Cafeteria,sleeping,20.66,48.15,17.42791671,,1.62
Outdoor Campus,walking,32.42,50.14,72.00402467,575.3513244,7.84
Dorm Room,sleeping,26.61,,25.27502249,186.8624943,3.87
Traffic,stressed,32.72,60.05,88.94653474,593.795115,5.32
Dorm Room,sleeping,27.82,60.69,38.05207761,55.78388449,-0.16
Study Room,studying,28.57,,54.42404884,323.9186511,2.04
Street,walking,30.88,60.86,60.80750592,856.4603338,6.03
Cafe,eating,27.78,75.42,55.27538006,473.9527957,4.8
Cafeteria,stressed,31.07,,91.86742225,731.551677,4.46
Cafe,sleeping,19.94,62.63,33.55269586,155.1443386,2.93
Cafe,eating,33.56,59.1,68.74069982,400.7001439,5.83
Study Room,studying,30.83,45.28,60.68407121,250.7444047,0.7
Traffic,stressed,26.26,73.35,75.07074564,656.548484,5.71
Dorm Room,sleeping,26.04,53.52,40.25069297,50.41285322,1.31
Dining Room,eating,30.83,79.11,61.49432756,246.7944081,1.49
Cafe,studying,22.94,66.41,59.69578357,309.8951637,1.94
Dorm Room,sleeping,23.53,55.48,23.00482146,181.4992056,2.32
Dining Room,eating,32.97,55.45,83.45754173,287.0261408,5.51
Library,studying,30.29,62.45,44.83955169,378.190984,3.38
Dorm Room,sleeping,20.93,69.29,22.43715046,97.69005741,3.64
Study Room,studying,25.64,50.87,45.35669474,644.1026085,1.5
Cafeteria,eating,26.59,51.33,91.49775225,396.1156191,2.25
Outdoor Campus,walking,35.95,66.24,59.48559951,535.4344361,11.71
Traffic,stressed,35.02,71.98,64.05002325,757.8939548,5.08
Meeting Room,stressed,30.54,95.93,76.22494807,347.2410464,6.14
Outdoor Campus,walking,25.47,50.21,104.8940483,492.9898729,8.82
Meeting Room,stressed,29.38,77.25,94.17343558,759.5196427,5.33
Outdoor Campus,walking,32.83,,52.58635103,482.862864,4.2
Crowded place,stressed,35,,92.31616621,493.3830786,9.21
Park,walking,33.27,64.89,92.6773842,538.7289987,8.54
Cafe,studying,24.84,57.66,23.66283479,412.2170614,3
Cafe,eating,32.16,77.16,45.18311069,330.5143546,5.87
Street,walking,34.56,48.72,100.005945,469.944883,5.41
Library,studying,27.85,54.39,29.32866966,525.3278956,-0.71
Cafe,eating,24.99,48.51,42.52720414,261.5378302,2.9
Dorm Room,sleeping,28.16,48.17,21.67222453,,0.63
Dorm Room,sleeping,28.23,60.53,42.68167974,156.001525,2.49
Library,studying,26.23,51.6,58.94922161,393.9108879,2.45
Library,studying,26.96,56.24,37.95027005,454.5640696,4.36
Study Room,studying,27.02,57.59,54.28221682,590.6221272,0.36
Park,walking,29.26,54.91,84.42314488,698.601701,11.26
Bedroom,sleeping,22.86,63.23,25.42418224,32.2918984,-0.42
Library,studying,26.83,48.01,63.35428036,459.5950763,2.94
Crowded place,stressed,32.94,78.97,75.64010454,523.7615021,7.98
Bedroom,sleeping,24.45,71.2,19.27175309,127.25939,0.74
Bedroom,sleeping,28.17,63.75,34.14915104,49.35280334,1.44
Study Room,studying,29.13,50.74,33.68128833,306.929023,2.88
Outdoor Campus,walking,36.24,50.22,58.64583602,903.3964265,10.71
Dorm Room,sleeping,22.23,65.13,10.36165884,171.0300932,1.66
Dorm Room,sleeping,26.62,55.11,21.49139216,6.537186325,1.52
Cafe,eating,31.98,,52.06078208,370.3138323,2.88
Bedroom,sleeping,25.74,65.65,13.84290307,68.72663019,1.34
Cafe,studying,30.83,47.07,55.78736373,554.4750512,4.98
Meeting Room,stressed,35.09,83.87,89.5614549,455.384992,6.72
Meeting Room,stressed,31.85,69.76,106.0104571,376.9008582,5.07
Bedroom,sleeping,21.91,47.17,24.31864849,99.66050617,0.38
Park,walking,31.43,68.47,76.7414503,716.4152153,4.52
Library,studying,28.32,51.93,27.24263649,605.0835361,1.31
Meeting Room,stressed,37.25,66.8,67.80841849,470.0801189,8.54
Bedroom,sleeping,26.02,74.46,37.66756995,16.19511882,0.94
Dorm Room,sleeping,27.27,61.65,23.90021344,,2.16
Library,studying,25.45,65.7,28.97833768,595.9103055,3.66
Meeting Room,stressed,25.62,,70.5154776,401.4665609,5.71
Crowded place,stressed,35.22,74.12,111.9220625,464.3046803,9.69
Cafeteria,eating,30.9,70.98,62.56603536,262.2433678,4.74
Street,walking,28.07,64.14,56.85188849,502.4392437,5.49
Street,walking,32.47,,47.13677324,673.1622523,8.9
Traffic,stressed,30.11,90.01,106.1580932,,5.23
Dining Room,eating,32.52,63.12,84.89186943,622.1008511,4.42
Cafe,studying,27.98,42.38,63.13749094,344.7624928,0.44
Park,walking,24.98,,89.13094763,867.0320218,5.76
Bedroom,sleeping,28.74,52.45,26.27622426,6.582016603,0.54
Park,walking,34.36,77.48,91.23762379,414.2334267,7.21
Dorm Room,sleeping,20.21,59.71,35.21540875,101.9725758,1.07
Dining Room,eating,28.14,54.17,48.56913284,349.909951,3.9
Outdoor Campus,walking,27.05,,76.73811714,759.9540238,6.99
Bedroom,sleeping,21.94,66.51,28.25702793,84.21361827,0.57
Dining Room,stressed,29.53,67.21,83.02600459,296.5203969,5.88
Bedroom,sleeping,23.24,56.14,32.70990678,153.4827329,1.52
